         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            55344433              71        29.00        34.35         2059.00         2438.85
            85699185              26        13.43        19.23          349.18          499.98
            85699860              21        20.28        23.37          425.88          490.77
            77803747              70        26.72        29.74         1870.40         2081.80
            77445705              30        29.18        33.65          875.40         1009.50
            37413158              28        28.57        33.34          799.96          933.52
            50036717               8        24.69        28.73          197.52          229.84
            56044625              77        26.84        30.00         2066.68         2310.00
            58485457               5        23.64        28.18          118.20          140.90
            50317035              30        22.64        25.68          679.20          770.40
            69855441              96        15.56        18.77         1493.76         1801.92
            79195238              21        11.38        15.86          238.98          333.06
            63798705              29        25.13        30.85          728.77          894.65
            58810322               4        19.17        25.03           76.68          100.12
            77086674              85        18.06        23.88         1535.10         2029.80
            54404663              50        25.23        29.16         1261.50         1458.00
            85598406              64        10.32        14.12          660.48          903.68
            53717044              66        16.04        20.59         1058.64         1358.94
            70178351               1        19.18        24.56           19.18           24.56
            32728517              82        15.43        19.58         1265.26         1605.56
            37055841              87        19.81        24.45         1723.47         2127.15
            76076746              64        15.72        19.29         1006.08         1234.56
            46132369              64        28.23        32.34         1806.72         2069.76
            50040763              32        14.71        20.02          470.72          640.64
            74497902              82        20.00        23.21         1640.00         1903.22
            35304393              38        29.75        33.66         1130.50         1279.08
            66910032              10        12.87        17.11          128.70          171.10
            68740451               3        10.94        16.14           32.82           48.42
            72660734              37        22.74        27.19          841.38         1006.03
            37055841              87        19.81        24.45         1723.47         2127.15
            72247784              90        11.52        17.26         1036.80         1553.40
            43891580              46        11.44        16.13          526.24          741.98
            76076746              64        15.72        19.29         1006.08         1234.56
            37761798              48        13.31        17.97          638.88          862.56
            43849621              22        20.16        23.82          443.52          524.04
            37761798              48        13.31        17.97          638.88          862.56
            47533952              96        11.85        15.79         1137.60         1515.84
            72247784              90        11.52        17.26         1036.80         1553.40
            72660734              37        22.74        27.19          841.38         1006.03
            49265048              58        13.50        18.90          783.00         1096.20
            15276046              96        15.72        19.42         1509.12         1864.32
            40160899              46        10.83        14.53          498.18          668.38
            88046718              25        22.56        27.49          564.00          687.25
            31641263              48        20.95        26.17         1005.60         1256.16
            19103941              66        25.55        28.79         1686.30         1900.14
            77430412              70        29.20        34.45         2044.00         2411.50
            35390230              73        26.80        31.99         1956.40         2335.27
            69730813              84        12.39        17.64         1040.76         1481.76
            49996948              32        21.50        26.64          688.00          852.48
            29022294              63        14.43        18.23          909.09         1148.49
            44481271              78        27.03        32.21         2108.34         2512.38
            84666631              32        28.79        34.75          921.28         1112.00
            29257517              83        10.76        13.93          893.08         1156.19
            54036898              68        10.71        13.78          728.28          937.04
            16224831              41        11.63        16.47          476.83          675.27
            82258988              50        17.04        20.76          852.00         1038.00
            60683021               2        18.36        23.75           36.72           47.50
            17461679              54        10.76        16.74          581.04          903.96
            86012790               1        11.18        15.75           11.18           15.75
            69384947              99        12.41        16.75         1228.59         1658.25
            35537534              60        27.18        32.16         1630.80         1929.60
            53741016              54        23.69        27.10         1279.26         1463.40
            43548519              44        13.50        16.95          594.00          745.80
            69384947              99        12.41        16.75         1228.59         1658.25
            57630177              38        26.52        29.81         1007.76         1132.78
            71733835              17        22.36        25.67          380.12          436.39
            29884085              52        26.47        30.46         1376.44         1583.92
            66314342              42        21.79        27.58          915.18         1158.36
            15963630               5        29.36        32.93          146.80          164.65
            22231544              65        23.11        28.16         1502.15         1830.40
            23026496              35        20.95        24.90          733.25          871.50
            49265048              58        13.50        18.90          783.00         1096.20
            11587650              37        10.76        14.92          398.12          552.04
            22442765              20        14.24        18.39          284.80          367.80
            31187804              66        20.23        25.46         1335.18         1680.36
            32945551              21        21.25        26.10          446.25          548.10
            34092153               3        23.76        29.20           71.28           87.60
            75630018              41        10.08        15.68          413.28          642.88
            43051474              81        20.39        25.20         1651.59         2041.20
            49263193              93        29.39        34.89         2733.27         3244.77
            59189425              89        22.54        27.43         2006.06         2441.27
            34763532              86        15.68        21.17         1348.48         1820.62
            34751590              46        12.60        16.52          579.60          759.92
            40171345              51        17.93        21.06          914.43         1074.06
            66125098              44        22.44        28.41          987.36         1250.04
            29691501              57        22.78        28.28         1298.46         1611.96
            57667879              22        16.21        22.04          356.62          484.88
            21094940              53        12.59        17.31          667.27          917.43
            23132529              24        24.77        28.34          594.48          680.16
            56827836              55        15.74        20.17          865.70         1109.35
            82887766              39        16.82        21.55          655.98          840.45
            79900665              22        21.35        24.99          469.70          549.78
            74877073              90        19.64        22.65         1767.60         2038.50
            80203561               4        28.03        32.89          112.12          131.56
            22307784              99        14.22        19.97         1407.78         1977.03
            56411306              64        10.97        16.64          702.08         1064.96
            60123854              80        22.90        26.34         1832.00         2107.20
            30739126              14        27.83        33.29          389.62          466.06
            18082546              53        23.34        29.03         1237.02         1538.59
            75529079              28        29.27        33.08          819.56          926.24
            22387159              81        13.54        19.15         1096.74         1551.15
            43416112              72        25.53        28.62         1838.16         2060.64
            28069210              27        12.45        16.94          336.15          457.38
            66028170              21        17.59        23.57          369.39          494.97
            35141667              98        21.15        26.43         2072.70         2590.14
            31665020              26        15.76        18.78          409.76          488.28
            47533952              96        11.85        15.79         1137.60         1515.84
            28342656               2        26.18        30.82           52.36           61.64
            82011078              13        18.39        23.28          239.07          302.64
            14599689              68        21.52        26.55         1463.36         1805.40
            38334221               7        26.57        32.06          185.99          224.42
            62283911               7        15.50        21.11          108.50          147.77
            17559533              50        24.91        30.57         1245.50         1528.50
            15431795              95        15.33        19.15         1456.35         1819.25
            76502369               7        12.35        16.47           86.45          115.29
            34311148              62        12.77        18.19          791.74         1127.78
            68458253              17        18.28        21.32          310.76          362.44
            73638310              31        14.74        19.35          456.94          599.85
            52392582              78        16.69        20.31         1301.82         1584.18
            86457838              45        22.84        25.86         1027.80         1163.70
            11531675              85        10.99        16.11          934.15         1369.35
            54756389               6        10.30        13.48           61.80           80.88
            43436020              40        25.86        30.99         1034.40         1239.60
            86202831              47        29.26        35.23         1375.22         1655.81
            32407988              15        28.85        34.65          432.75          519.75
            68458253              17        18.28        21.32          310.76          362.44
            24718062              29        24.71        30.57          716.59          886.53
            38944334              93        13.73        18.51         1276.89         1721.43
            78907535              46        22.91        27.32         1053.86         1256.72
            77514121              29        23.08        26.38          669.32          765.02
            39347416              68        18.06        23.68         1228.08         1610.24
            70811150              90        27.85        33.48         2506.50         3013.20
            56886748              18        24.94        30.92          448.92          556.56
            79153401              57        24.13        27.24         1375.41         1552.68
            59333352              73        25.88        29.43         1889.24         2148.39
            44603982              11        14.04        18.87          154.44          207.57
            43849621              22        20.16        23.82          443.52          524.04
            70937179              64        12.78        17.75          817.92         1136.00
            30174319              22        29.51        33.43          649.22          735.46
            37511487              37        25.77        30.34          953.49         1122.58
            55396347              65        12.49        18.04          811.85         1172.60
            68849001              21        11.90        15.56          249.90          326.76
            36511952              85        13.32        17.87         1132.20         1518.95
            81982758              56        10.68        14.84          598.08          831.04
            22877827               6        16.46        21.19           98.76          127.14
            54667311              34        13.30        17.40          452.20          591.60
            21340084              74        23.88        29.40         1767.12         2175.60
            66992188              85        29.40        33.97         2499.00         2887.45
            28560733              85        29.66        34.80         2521.10         2958.00
            47553915              25        19.60        25.24          490.00          631.00
            76601028              28        21.49        25.62          601.72          717.36
            80858072              98        13.32        16.89         1305.36         1655.22
            64002588              59        20.18        24.44         1190.62         1441.96
            23180207              23        21.63        25.79          497.49          593.17
            78023688              28        29.67        35.41          830.76          991.48
            40749682              96        14.45        19.50         1387.20         1872.00
            78407458               4        16.28        21.33           65.12           85.32
            21291543              84        21.88        27.76         1837.92         2331.84
            46288741              98        26.86        32.62         2632.28         3196.76
            42978025              89        27.65        33.36         2460.85         2969.04
            14947415              10        16.17        21.10          161.70          211.00
            38561693              47        18.00        22.00          846.00         1034.00
            59802180              33        13.26        17.79          437.58          587.07
            75724437              74        23.26        26.87         1721.24         1988.38
            72587977              76        24.53        29.75         1864.28         2261.00
            75541722              78        22.80        25.97         1778.40         2025.66
            16768461              35        10.07        15.28          352.45          534.80
            20766559              15        17.28        21.88          259.20          328.20
            48509677               4        25.20        29.71          100.80          118.84
            33429908              40        26.09        30.14         1043.60         1205.60
            61299263              98        29.11        33.01         2852.78         3234.98
            57978117              10        28.15        33.61          281.50          336.10
            79490708              84        10.37        15.25          871.08         1281.00
            17327188              41        23.79        28.18          975.39         1155.38
            26782989              32        17.16        20.93          549.12          669.76
            81946005              22        19.90        24.29          437.80          534.38
            23842706              77        10.92        14.54          840.84         1119.58
            31650412              77        28.82        32.43         2219.14         2497.11
            71327423              62        27.16        31.77         1683.92         1969.74
            47296985               1        10.99        15.81           10.99           15.81
            51138886              14        29.87        34.45          418.18          482.30
            13258730              62        19.61        24.99         1215.82         1549.38
            80437590              89        12.47        17.70         1109.83         1575.30
            34171236              19        24.01        29.29          456.19          556.51
            81781879              98        21.13        24.15         2070.74         2366.70
            19121129              99        11.37        14.84         1125.63         1469.16
            40095023              62        18.63        24.31         1155.06         1507.22
            42578554              20        17.59        21.44          351.80          428.80
            74543762              61        12.57        16.86          766.77         1028.46
            36386359              60        12.09        17.21          725.40         1032.60
            27572106              22        25.71        31.56          565.62          694.32
            21390393              99        10.14        14.09         1003.86         1394.91
            53972005              43        22.81        28.51          980.83         1225.93
            16643747              76        20.80        26.65         1580.80         2025.40
            84179853              47        12.93        18.61          607.71          874.67
            83582158              67        22.44        26.30         1503.48         1762.10
            48583427              80        15.99        20.68         1279.20         1654.40
            78206035              11        25.00        30.19          275.00          332.09
            49300488              61        10.69        16.28          652.09          993.08
            38072280              17        22.95        28.65          390.15          487.05
            28166727               8        17.58        23.34          140.64          186.72
            50743173              92        24.91        29.66         2291.72         2728.72
            56222908              32        15.37        20.22          491.84          647.04
            45136408               2        12.71        15.71           25.42           31.42
            30418386              42        23.72        28.11          996.24         1180.62
            14379934              45        29.70        33.17         1336.50         1492.65
            33483040              55        24.25        28.48         1333.75         1566.40
            15917508              81        28.92        31.96         2342.52         2588.76
            54221156              93        13.04        18.12         1212.72         1685.16
            74375297              31        12.28        18.21          380.68          564.51
            24955147             100        15.08        20.76         1508.00         2076.00
            86578282              36        29.59        33.51         1065.24         1206.36
            68740451               3        10.94        16.14           32.82           48.42
            42770709              50        12.19        15.44          609.50          772.00
            82011078              13        18.39        23.28          239.07          302.64
            79902221              71        22.07        25.66         1566.97         1821.86
            39635549               8        28.02        33.32          224.16          266.56
            21523085              56        18.54        22.90         1038.24         1282.40
            35262107               8        14.46        19.91          115.68          159.28
            29435965              39        25.28        31.23          985.92         1217.97
            17358405              66        15.82        21.08         1044.12         1391.28
            41989446              16        22.21        27.26          355.36          436.16
            76254359              49        10.58        14.73          518.42          721.77
            18659990              43        15.01        20.76          645.43          892.68
            13201627              70        18.12        24.09         1268.40         1686.30
            81735019              16        25.51        31.43          408.16          502.88
            21314622              60        18.99        24.19         1139.40         1451.40
            49052689              79        23.14        27.68         1828.06         2186.72
            36020570              22        15.27        19.78          335.94          435.16
            28810429              81        29.49        33.01         2388.69         2673.81
            83637016              69        27.45        31.72         1894.05         2188.68
            15183855              18        24.59        29.80          442.62          536.40
            35141667              98        21.15        26.43         2072.70         2590.14
            58445058               2        21.96        27.41           43.92           54.82
            39341800              25        24.32        29.58          608.00          739.50
            86414890              27        10.02        14.42          270.54          389.34
            80084832              35        23.91        28.79          836.85         1007.65
            31803679              94        23.14        26.61         2175.16         2501.34
            79891110               8        10.47        16.15           83.76          129.20
            49142030              36        23.15        28.01          833.40         1008.36
            86202831              47        29.26        35.23         1375.22         1655.81
            44493871              38        21.74        24.88          826.12          945.44
            25372090              93        17.27        22.99         1606.11         2138.07
            40036792              65        17.31        23.16         1125.15         1505.40
            31761910              89        17.84        23.01         1587.76         2047.89
            65915441              71        18.19        24.01         1291.49         1704.71
            59474045              55        11.99        16.72          659.45          919.60
            32827437               8        20.49        24.73          163.92          197.84
            66955027              45        26.73        30.99         1202.85         1394.55
            50019335              63        18.86        23.04         1188.18         1451.52
            23375463              13        15.85        20.15          206.05          261.95
            60289116               3        14.50        18.91           43.50           56.73
            73831091              86        25.67        30.20         2207.62         2597.20
            53972005              43        22.81        28.51          980.83         1225.93
            32216703              97        23.12        28.83         2242.64         2796.51
            83762728              45        22.25        25.31         1001.25         1138.95
            49493175              39        14.55        19.03          567.45          742.17
            82887766              39        16.82        21.55          655.98          840.45
            82258988              50        17.04        20.76          852.00         1038.00
            67317709              16        10.27        15.03          164.32          240.48
            84623811               2        15.66        20.90           31.32           41.80
            63706075              21        15.39        21.26          323.19          446.46
            56664402              75        12.40        15.93          930.00         1194.75
            60384491              55        28.17        32.53         1549.35         1789.15
            28342656               2        26.18        30.82           52.36           61.64
            50295179              88        23.09        28.10         2031.92         2472.80
            40171345              51        17.93        21.06          914.43         1074.06
            83234292              26        23.80        29.24          618.80          760.24
            88452976              45        13.45        17.83          605.25          802.35
            31665020              26        15.76        18.78          409.76          488.28
            88304184              84        18.55        23.14         1558.20         1943.76
            14599689              68        21.52        26.55         1463.36         1805.40
            71529535              21        27.36        31.04          574.56          651.84
            15431795              95        15.33        19.15         1456.35         1819.25
            57739204               1        23.02        27.52           23.02           27.52
            34311148              62        12.77        18.19          791.74         1127.78
            79170842              16        29.59        34.75          473.44          556.00
            39347416              68        18.06        23.68         1228.08         1610.24
            32913509              42        11.94        16.43          501.48          690.06
            86457838              45        22.84        25.86         1027.80         1163.70
            35631998              79        25.89        29.56         2045.31         2335.24
            60360685              42        28.86        33.14         1212.12         1391.88
            77085365              41        22.53        26.66          923.73         1093.06
            56953445              35        21.16        25.85          740.60          904.75
            45117011             100        19.02        24.56         1902.00         2456.00
            43771833              50        18.24        21.52          912.00         1076.00
            22971931              40        17.84        23.59          713.60          943.60
            55344433              71        29.00        34.35         2059.00         2438.85
            22217524              54        10.94        15.56          590.76          840.24
            34389249              83        17.68        22.58         1467.44         1874.14
            81138617              46        15.15        19.76          696.90          908.96
            76147512              40        24.26        27.40          970.40         1096.00
            14698138              39        15.68        21.08          611.52          822.12
            83391843              30        20.31        23.67          609.30          710.10
            68324629               6        24.98        30.61          149.88          183.66
            54756389               6        10.30        13.48           61.80           80.88
            40299841              50        28.50        31.89         1425.00         1594.50
            63173268               9        15.25        18.46          137.25          166.14
            53518629              69        11.66        17.49          804.54         1206.81
            15495526              36        16.20        20.47          583.20          736.92
            33686751              46        20.10        23.74          924.60         1092.04
            41610696               9        14.03        17.30          126.27          155.70
            88491828              34        29.57        34.24         1005.38         1164.16
            36990628              49        28.67        33.09         1404.83         1621.41
            53016903              16        11.19        15.79          179.04          252.64
            14375908              58        15.24        19.87          883.92         1152.46
            66698657              48        16.13        21.83          774.24         1047.84
            73657743              49        19.68        23.46          964.32         1149.54
            88563106              11        11.74        16.01          129.14          176.11
            17692750              97        18.54        23.26         1798.38         2256.22
            72874936               5        18.34        22.96           91.70          114.80
            88301639              13        23.37        27.32          303.81          355.16
            46621097              48        26.37        29.84         1265.76         1432.32
            37195393              94        25.99        29.97         2443.06         2817.18
            18870895              77        22.80        26.50         1755.60         2040.50
            12880478              18        24.61        30.20          442.98          543.60
            15555649              71        18.67        22.08         1325.57         1567.68
            52968876              99        11.77        17.62         1165.23         1744.38
            52614745              37        22.62        28.25          836.94         1045.25
            14578137              41        16.99        21.27          696.59          872.07
            44560715              50        13.19        17.67          659.50          883.50
            36473623              16        15.21        19.89          243.36          318.24
            56044625              77        26.84        30.00         2066.68         2310.00
            67167784               7        20.82        24.08          145.74          168.56
            17461679              54        10.76        16.74          581.04          903.96
            44544249               3        26.55        30.19           79.65           90.57
            39941194              44        19.12        23.33          841.28         1026.52
            69358897              32        23.73        28.73          759.36          919.36
            53741016              54        23.69        27.10         1279.26         1463.40
            42884653              91        15.56        19.32         1415.96         1758.12
            28458648              97        19.67        22.73         1907.99         2204.81
            65014865              54        28.95        34.28         1563.30         1851.12
            24388225              28        17.90        22.64          501.20          633.92
            28232368              63        19.07        23.98         1201.41         1510.74
            26923610              35        21.70        25.06          759.50          877.10
            18977685              81        16.39        20.36         1327.59         1649.16
            64853503              41        12.51        16.82          512.91          689.62
            27176633              51        12.76        16.22          650.76          827.22
            31081490               1        20.71        24.06           20.71           24.06
            71387635              81        14.74        17.92         1193.94         1451.52
            31050885              78        18.33        21.95         1429.74         1712.10
            87209284              91        27.20        31.42         2475.20         2859.22
            58045576              64        10.51        16.20          672.64         1036.80
            36760711              52        18.94        23.46          984.88         1219.92
            88189478              86        15.24        19.55         1310.64         1681.30
            79334055              46        26.54        30.77         1220.84         1415.42
            73556705              24        21.20        25.96          508.80          623.04
            49045379              25        14.14        19.04          353.50          476.00
            51080942              56        23.57        29.09         1319.92         1629.04
            52715440              86        16.72        20.05         1437.92         1724.30
            19784361               6        18.19        21.20          109.14          127.20
            83740526              23        19.56        22.59          449.88          519.57
            54979164              83        21.06        25.15         1747.98         2087.45
            43984612              76        25.76        31.51         1957.76         2394.76
            85525597              18        17.05        22.42          306.90          403.56
            21291543              84        21.88        27.76         1837.92         2331.84
            43941327              31        12.59        16.54          390.29          512.74
            44137228              61        23.26        27.46         1418.86         1675.06
            18059483              19        13.66        17.57          259.54          333.83
            58339617              68        13.73        18.72          933.64         1272.96
            69865581              94        21.26        26.45         1998.44         2486.30
            49013255              89        18.32        24.27         1630.48         2160.03
            62839762              93        14.75        20.19         1371.75         1877.67
            62963680              36        17.16        22.50          617.76          810.00
            50536431              89        26.48        29.98         2356.72         2668.22
            80101873              62        28.13        32.28         1744.06         2001.36
            18398033              13        29.16        32.22          379.08          418.86
            38917581              77        26.47        31.07         2038.19         2392.39
            81106814               9        12.55        17.38          112.95          156.42
            18982295              44        21.43        25.71          942.92         1131.24
            24467721               3        15.72        21.71           47.16           65.13
            19121129              99        11.37        14.84         1125.63         1469.16
            62028894              95        28.44        33.25         2701.80         3158.75
            86767861              93        16.94        22.43         1575.42         2085.99
            77643941              27        13.18        16.62          355.86          448.74
            53904146              33        29.37        35.22          969.21         1162.26
            29134137              49        13.61        18.81          666.89          921.69
            22662424               1        11.84        15.28           11.84           15.28
            49559225              94        21.63        27.14         2033.22         2551.16
            34549045               7        13.67        16.67           95.69          116.69
            22142782              41        17.65        21.80          723.65          893.80
            79065482              77        15.63        21.13         1203.51         1627.01
            35071419              50        18.92        22.88          946.00         1144.00
            71912539               9        13.96        19.25          125.64          173.25
            76147512              40        24.26        27.40          970.40         1096.00
            45136408               2        12.71        15.71           25.42           31.42
            61677125              39        27.05        32.57         1054.95         1270.23
            75724437              74        23.26        26.87         1721.24         1988.38
            62111634               1        16.41        19.97           16.41           19.97
            41818150              51        13.22        18.99          674.22          968.49
            15039599               1        21.53        26.95           21.53           26.95
            39898842               8        20.69        25.42          165.52          203.36
            39458442              23        20.49        26.06          471.27          599.38
            75268158              29        13.03        18.84          377.87          546.36
            21552284              30        10.40        15.18          312.00          455.40
            68262175              92        19.83        24.50         1824.36         2254.00
            25725760              15        26.82        32.17          402.30          482.55
            78039357              82        16.45        22.40         1348.90         1836.80
            26383509              27        22.91        27.15          618.57          733.05
            67317709              16        10.27        15.03          164.32          240.48
            39421903              19        10.45        16.29          198.55          309.51
            29134137              49        13.61        18.81          666.89          921.69
            50536431              89        26.48        29.98         2356.72         2668.22
            24467721               3        15.72        21.71           47.16           65.13
            34549045               7        13.67        16.67           95.69          116.69
            53904146              33        29.37        35.22          969.21         1162.26
            35071419              50        18.92        22.88          946.00         1144.00
            83762728              45        22.25        25.31         1001.25         1138.95
            73831091              86        25.67        30.20         2207.62         2597.20
            62963680              36        17.16        22.50          617.76          810.00
            63435178              55        22.04        27.16         1212.20         1493.80
            79065482              77        15.63        21.13         1203.51         1627.01
            17559533              50        24.91        30.57         1245.50         1528.50
            32216703              97        23.12        28.83         2242.64         2796.51
            71912539               9        13.96        19.25          125.64          173.25
            84623811               2        15.66        20.90           31.32           41.80
            61677125              39        27.05        32.57         1054.95         1270.23
            35342162              75        29.91        34.65         2243.25         2598.75
            38334221               7        26.57        32.06          185.99          224.42
            56886748              18        24.94        30.92          448.92          556.56
            76502369               7        12.35        16.47           86.45          115.29
            56664402              75        12.40        15.93          930.00         1194.75
            31050885              78        18.33        21.95         1429.74         1712.10
            74435780              64        24.09        29.58         1541.76         1893.12
            40749682              96        14.45        19.50         1387.20         1872.00
            60123854              80        22.90        26.34         1832.00         2107.20
            62283911               7        15.50        21.11          108.50          147.77
            59333352              73        25.88        29.43         1889.24         2148.39
            32895121              61        28.99        32.57         1768.39         1986.77
            49493175              39        14.55        19.03          567.45          742.17
            39941194              44        19.12        23.33          841.28         1026.52
            16768461              35        10.07        15.28          352.45          534.80
            40095023              62        18.63        24.31         1155.06         1507.22
            88563106              11        11.74        16.01          129.14          176.11
            41555059              44        27.38        32.97         1204.72         1450.68
            88304184              84        18.55        23.14         1558.20         1943.76
            30174319              22        29.51        33.43          649.22          735.46
            50295179              88        23.09        28.10         2031.92         2472.80
            71852096              57        26.92        30.71         1534.44         1750.47
            63706075              21        15.39        21.26          323.19          446.46
            61965647              88        24.88        29.03         2189.44         2554.64
            80203561               4        28.03        32.89          112.12          131.56
            81912584              99        26.86        31.94         2659.14         3162.06
            37413158              28        28.57        33.34          799.96          933.52
            77086936              79        19.91        25.81         1572.89         2038.99
            44735928               9        27.18        31.76          244.62          285.84
            38917581              77        26.47        31.07         2038.19         2392.39
            49559225              94        21.63        27.14         2033.22         2551.16
            88550476              20        21.62        24.86          432.40          497.20
            83234292              26        23.80        29.24          618.80          760.24
            60410146              21        26.93        32.34          565.53          679.14
            18982295              44        21.43        25.71          942.92         1131.24
            35342162              75        29.91        34.65         2243.25         2598.75
            31081490               1        20.71        24.06           20.71           24.06
            60384491              55        28.17        32.53         1549.35         1789.15
            52715440              86        16.72        20.05         1437.92         1724.30
            57739204               1        23.02        27.52           23.02           27.52
            36760711              52        18.94        23.46          984.88         1219.92
            62839762              93        14.75        20.19         1371.75         1877.67
            85598406              64        10.32        14.12          660.48          903.68
            56953445              35        21.16        25.85          740.60          904.75
            58485457               5        23.64        28.18          118.20          140.90
            73556705              24        21.20        25.96          508.80          623.04
            70178351               1        19.18        24.56           19.18           24.56
            32913509              42        11.94        16.43          501.48          690.06
            77086674              85        18.06        23.88         1535.10         2029.80
            71529535              21        27.36        31.04          574.56          651.84
            58759637              78        15.20        18.21         1185.60         1420.38
            60360685              42        28.86        33.14         1212.12         1391.88
            53717044              66        16.04        20.59         1058.64         1358.94
            41610696               9        14.03        17.30          126.27          155.70
            22662424               1        11.84        15.28           11.84           15.28
            43771833              50        18.24        21.52          912.00         1076.00
            32728517              82        15.43        19.58         1265.26         1605.56
